invoice_id,sub_id,invoice_date,due_date,amount
10165,5168,2024-01-01,2024-01-15,50.0
10166,5169,2024-01-01,2024-01-15,50.0
10167,5170,2024-01-01,2024-01-15,50.0
10168,5171,2024-01-01,2024-01-15,50.0
10169,5172,2024-01-01,2024-01-15,50.0
10170,5173,2024-01-01,2024-01-15,10.0
10171,5174,2024-01-01,2024-01-15,10.0
10172,5175,2024-01-01,2024-01-15,50.0
10173,5176,2024-01-01,2024-01-15,50.0
10174,5177,2024-01-01,2024-01-15,50.0
10175,5178,2024-01-01,2024-01-15,10.0
10176,5179,2024-01-01,2024-01-15,50.0
10177,5180,2024-01-01,2024-01-15,10.0
10178,5181,2024-01-01,2024-01-15,10.0
10179,5182,2024-01-01,2024-01-15,10.0
10180,5183,2024-01-01,2024-01-15,50.0
10181,5184,2024-01-01,2024-01-15,10.0
10182,5185,2024-01-01,2024-01-15,10.0
10183,5186,2024-01-01,2024-01-15,50.0
10184,5187,2024-01-01,2024-01-15,50.0
10185,5188,2024-01-01,2024-01-15,10.0
10186,5189,2024-01-01,2024-01-15,10.0
10187,5190,2024-01-01,2024-01-15,200.0
10188,5191,2024-01-01,2024-01-15,200.0
10189,5193,2024-01-01,2024-01-15,50.0
10190,5194,2024-01-01,2024-01-15,50.0
10191,5195,2024-01-01,2024-01-15,200.0
10192,5196,2024-01-01,2024-01-15,50.0
10193,5197,2024-01-01,2024-01-15,10.0
10194,5198,2024-01-01,2024-01-15,10.0
10195,5199,2024-01-01,2024-01-15,50.0
10196,5200,2024-01-01,2024-01-15,200.0
10197,5201,2024-01-01,2024-01-15,200.0
10198,5202,2024-01-01,2024-01-15,200.0
10199,5203,2024-01-01,2024-01-15,10.0
10200,5205,2024-01-01,2024-01-15,50.0
10201,5206,2024-01-01,2024-01-15,200.0
10202,5207,2024-01-01,2024-01-15,10.0
10203,5208,2024-01-01,2024-01-15,10.0
10204,5209,2024-01-01,2024-01-15,200.0
10205,5210,2024-01-01,2024-01-15,10.0
10206,5211,2024-01-01,2024-01-15,200.0
10207,5212,2024-01-01,2024-01-15,10.0
10208,5213,2024-01-01,2024-01-15,50.0
10209,5214,2024-01-01,2024-01-15,10.0
10210,5215,2024-01-01,2024-01-15,200.0
10211,5216,2024-01-01,2024-01-15,50.0
10212,5217,2024-01-01,2024-01-15,50.0
10213,5218,2024-01-01,2024-01-15,10.0
10214,5219,2024-01-01,2024-01-15,200.0
10215,5220,2024-01-01,2024-01-15,50.0
10216,5221,2024-01-01,2024-01-15,50.0
10217,5222,2024-01-01,2024-01-15,200.0
10218,5223,2024-01-01,2024-01-15,10.0
10219,5224,2024-01-01,2024-01-15,10.0
10220,5225,2024-01-01,2024-01-15,50.0
10221,5226,2024-01-01,2024-01-15,50.0
10222,5227,2024-01-01,2024-01-15,10.0
10223,5228,2024-01-01,2024-01-15,200.0
10224,5229,2024-01-01,2024-01-15,50.0
10225,5230,2024-01-01,2024-01-15,10.0
10226,5232,2024-01-01,2024-01-15,10.0
10227,5233,2024-01-01,2024-01-15,10.0
10228,5234,2024-01-01,2024-01-15,50.0
10229,5235,2024-01-01,2024-01-15,50.0
10230,5236,2024-01-01,2024-01-15,10.0
10231,5237,2024-01-01,2024-01-15,10.0
10232,5238,2024-01-01,2024-01-15,200.0
10233,5239,2024-01-01,2024-01-15,50.0
10234,5240,2024-01-01,2024-01-15,200.0
10235,5241,2024-01-01,2024-01-15,10.0
10236,5242,2024-01-01,2024-01-15,10.0
10237,5243,2024-01-01,2024-01-15,200.0
10238,5244,2024-01-01,2024-01-15,200.0
10239,5245,2024-01-01,2024-01-15,10.0
10240,5246,2024-01-01,2024-01-15,50.0
10241,5247,2024-01-01,2024-01-15,200.0
10242,5248,2024-01-01,2024-01-15,50.0
10243,5249,2024-01-01,2024-01-15,200.0
10244,5250,2024-01-01,2024-01-15,10.0
10245,5251,2024-01-01,2024-01-15,200.0
10246,5252,2024-01-01,2024-01-15,10.0
10247,5253,2024-01-01,2024-01-15,10.0
10248,5254,2024-01-01,2024-01-15,200.0
10249,5255,2024-01-01,2024-01-15,10.0
10250,5256,2024-01-01,2024-01-15,50.0
10251,5257,2024-01-01,2024-01-15,10.0
10252,5258,2024-01-01,2024-01-15,50.0
10253,5259,2024-01-01,2024-01-15,200.0
10254,5260,2024-01-01,2024-01-15,50.0
10255,5261,2024-01-01,2024-01-15,10.0
10256,5262,2024-01-01,2024-01-15,50.0
10257,5263,2024-01-01,2024-01-15,200.0
10258,5264,2024-01-01,2024-01-15,200.0
10259,5265,2024-01-01,2024-01-15,200.0
10260,5266,2024-01-01,2024-01-15,10.0
10261,5267,2024-01-01,2024-01-15,10.0
10262,5268,2024-01-01,2024-01-15,10.0
10263,5269,2024-01-01,2024-01-15,200.0
10264,5270,2024-01-01,2024-01-15,10.0
10265,5271,2024-01-01,2024-01-15,200.0
10266,5272,2024-01-01,2024-01-15,50.0
10267,5273,2024-01-01,2024-01-15,50.0
10268,5274,2024-01-01,2024-01-15,50.0
10269,5275,2024-01-01,2024-01-15,200.0
10270,5276,2024-01-01,2024-01-15,10.0
10271,5277,2024-01-01,2024-01-15,200.0
10272,5278,2024-01-01,2024-01-15,50.0
10273,5279,2024-01-01,2024-01-15,50.0
10274,5280,2024-01-01,2024-01-15,200.0
10275,5281,2024-01-01,2024-01-15,50.0
10276,5282,2024-01-01,2024-01-15,50.0
10277,5283,2024-01-01,2024-01-15,10.0
10278,5284,2024-01-01,2024-01-15,50.0
10279,5285,2024-01-01,2024-01-15,50.0
10280,5286,2024-01-01,2024-01-15,10.0
10281,5287,2024-01-01,2024-01-15,10.0
10282,5288,2024-01-01,2024-01-15,50.0
10283,5289,2024-01-01,2024-01-15,200.0
10284,5290,2024-01-01,2024-01-15,10.0
10285,5291,2024-01-01,2024-01-15,10.0
10286,5292,2024-01-01,2024-01-15,200.0
10287,5293,2024-01-01,2024-01-15,50.0
10288,5294,2024-01-01,2024-01-15,50.0
10289,5295,2024-01-01,2024-01-15,10.0
10290,5296,2024-01-01,2024-01-15,10.0
10291,5297,2024-01-01,2024-01-15,10.0
10292,5298,2024-01-01,2024-01-15,10.0
10293,5299,2024-01-01,2024-01-15,10.0
10294,5300,2024-01-01,2024-01-15,200.0
10295,5301,2024-01-01,2024-01-15,10.0
10296,5302,2024-01-01,2024-01-15,200.0
10297,5303,2024-01-01,2024-01-15,10.0
10298,5304,2024-01-01,2024-01-15,200.0
10299,5305,2024-01-01,2024-01-15,200.0
10300,5306,2024-01-01,2024-01-15,10.0
10301,5308,2024-01-01,2024-01-15,50.0
10302,5309,2024-01-01,2024-01-15,50.0
10303,5310,2024-01-01,2024-01-15,10.0
10304,5311,2024-01-01,2024-01-15,200.0
10305,5312,2024-01-01,2024-01-15,200.0
10306,5313,2024-01-01,2024-01-15,10.0
10307,5314,2024-01-01,2024-01-15,50.0
10308,5315,2024-01-01,2024-01-15,50.0
10309,5316,2024-01-01,2024-01-15,10.0
10310,5317,2024-01-01,2024-01-15,200.0
10311,5318,2024-01-01,2024-01-15,10.0
10312,5319,2024-01-01,2024-01-15,50.0
10313,5320,2024-01-01,2024-01-15,50.0
10314,5321,2024-01-01,2024-01-15,50.0
10315,5322,2024-01-01,2024-01-15,50.0
10316,5323,2024-01-01,2024-01-15,50.0
10317,5324,2024-01-01,2024-01-15,200.0
10318,5325,2024-01-01,2024-01-15,50.0
10319,5326,2024-01-01,2024-01-15,200.0
10320,5327,2024-01-01,2024-01-15,200.0
10321,5328,2024-01-01,2024-01-15,50.0
10322,5329,2024-01-01,2024-01-15,200.0
10323,5330,2024-01-01,2024-01-15,50.0
10324,5331,2024-01-01,2024-01-15,50.0
10325,5332,2024-01-01,2024-01-15,200.0
10326,5333,2024-01-01,2024-01-15,50.0
10327,5334,2024-01-01,2024-01-15,200.0
10328,5335,2024-01-01,2024-01-15,50.0
10329,5336,2024-01-01,2024-01-15,200.0
10330,5337,2024-01-01,2024-01-15,10.0
10331,5338,2024-01-01,2024-01-15,200.0
10332,5339,2024-01-01,2024-01-15,10.0
10333,5340,2024-01-01,2024-01-15,200.0
10334,5341,2024-01-01,2024-01-15,50.0
10335,5342,2024-01-01,2024-01-15,10.0
10336,5343,2024-01-01,2024-01-15,50.0
10337,5344,2024-01-01,2024-01-15,50.0
10338,5345,2024-01-01,2024-01-15,10.0
10339,5346,2024-01-01,2024-01-15,10.0
10340,5347,2024-01-01,2024-01-15,50.0
10341,5348,2024-01-01,2024-01-15,50.0
10342,5349,2024-01-01,2024-01-15,10.0
10343,5350,2024-01-01,2024-01-15,50.0
10344,5352,2024-01-01,2024-01-15,200.0
10345,5353,2024-01-01,2024-01-15,200.0
10346,5354,2024-01-01,2024-01-15,10.0
10347,5355,2024-01-01,2024-01-15,50.0
10348,5356,2024-01-01,2024-01-15,50.0
10349,5357,2024-01-01,2024-01-15,10.0
10350,5358,2024-01-01,2024-01-15,10.0
10351,5359,2024-01-01,2024-01-15,200.0
10352,5360,2024-01-01,2024-01-15,50.0
10353,5361,2024-01-01,2024-01-15,10.0
10354,5362,2024-01-01,2024-01-15,10.0
10355,5363,2024-01-01,2024-01-15,10.0
10356,5364,2024-01-01,2024-01-15,50.0
10357,5365,2024-01-01,2024-01-15,50.0
10358,5366,2024-01-01,2024-01-15,50.0
10359,5367,2024-01-01,2024-01-15,200.0
10360,5368,2024-01-01,2024-01-15,50.0
10361,5369,2024-01-01,2024-01-15,10.0
10362,5370,2024-01-01,2024-01-15,10.0
10363,5371,2024-01-01,2024-01-15,200.0
10364,5372,2024-01-01,2024-01-15,50.0
10365,5373,2024-01-01,2024-01-15,50.0
10366,5374,2024-01-01,2024-01-15,50.0
10367,5375,2024-01-01,2024-01-15,10.0
10368,5376,2024-01-01,2024-01-15,50.0
10369,5377,2024-01-01,2024-01-15,10.0
10370,5378,2024-01-01,2024-01-15,200.0
10371,5379,2024-01-01,2024-01-15,50.0
10372,5380,2024-01-01,2024-01-15,200.0
10373,5381,2024-01-01,2024-01-15,50.0
10374,5382,2024-01-01,2024-01-15,50.0
10375,5383,2024-01-01,2024-01-15,10.0
10376,5384,2024-01-01,2024-01-15,10.0
10377,5385,2024-01-01,2024-01-15,200.0
10378,5386,2024-01-01,2024-01-15,10.0
10379,5387,2024-01-01,2024-01-15,200.0
10380,5388,2024-01-01,2024-01-15,10.0
10381,5389,2024-01-01,2024-01-15,10.0
10382,5390,2024-01-01,2024-01-15,10.0
10383,5391,2024-01-01,2024-01-15,50.0
10384,5392,2024-01-01,2024-01-15,10.0
10385,5393,2024-01-01,2024-01-15,50.0
10386,5394,2024-01-01,2024-01-15,10.0
10387,5395,2024-01-01,2024-01-15,10.0
10388,5396,2024-01-01,2024-01-15,200.0
10389,5397,2024-01-01,2024-01-15,50.0
10390,5398,2024-01-01,2024-01-15,200.0
10391,5399,2024-01-01,2024-01-15,10.0
10392,5400,2024-01-01,2024-01-15,200.0
10393,5401,2024-01-01,2024-01-15,50.0
10394,5402,2024-01-01,2024-01-15,10.0
10395,5403,2024-01-01,2024-01-15,200.0
10396,5404,2024-01-01,2024-01-15,10.0
10397,5405,2024-01-01,2024-01-15,50.0
10398,5406,2024-01-01,2024-01-15,50.0
10399,5407,2024-01-01,2024-01-15,50.0
10400,5408,2024-01-01,2024-01-15,10.0
10401,5409,2024-01-01,2024-01-15,10.0
10402,5410,2024-01-01,2024-01-15,200.0
10403,5411,2024-01-01,2024-01-15,50.0
10404,5412,2024-01-01,2024-01-15,200.0
10405,5413,2024-01-01,2024-01-15,200.0
10406,5414,2024-01-01,2024-01-15,200.0
10407,5415,2024-01-01,2024-01-15,10.0
10408,5416,2024-01-01,2024-01-15,50.0
10409,5417,2024-01-01,2024-01-15,200.0
10410,5418,2024-01-01,2024-01-15,200.0
10411,5419,2024-01-01,2024-01-15,50.0
10412,5420,2024-01-01,2024-01-15,10.0
10413,5421,2024-01-01,2024-01-15,50.0
10414,5422,2024-01-01,2024-01-15,50.0
10415,5423,2024-01-01,2024-01-15,200.0
10416,5424,2024-01-01,2024-01-15,10.0
10417,5425,2024-01-01,2024-01-15,50.0
10418,5426,2024-01-01,2024-01-15,10.0
10419,5427,2024-01-01,2024-01-15,10.0
10420,5428,2024-01-01,2024-01-15,10.0
10421,5430,2024-01-01,2024-01-15,50.0
10422,5431,2024-01-01,2024-01-15,10.0
10423,5432,2024-01-01,2024-01-15,50.0
10424,5433,2024-01-01,2024-01-15,200.0
10425,5434,2024-01-01,2024-01-15,200.0
10426,5435,2024-01-01,2024-01-15,200.0
10427,5436,2024-01-01,2024-01-15,10.0
10428,5437,2024-01-01,2024-01-15,10.0
10429,5439,2024-01-01,2024-01-15,200.0
10430,5440,2024-01-01,2024-01-15,50.0
10431,5441,2024-01-01,2024-01-15,10.0
10432,5442,2024-01-01,2024-01-15,200.0
10433,5443,2024-01-01,2024-01-15,200.0
10434,5444,2024-01-01,2024-01-15,200.0
10435,5445,2024-01-01,2024-01-15,50.0
10436,5446,2024-01-01,2024-01-15,50.0
10437,5447,2024-01-01,2024-01-15,10.0
10438,5449,2024-01-01,2024-01-15,200.0
10439,5450,2024-01-01,2024-01-15,10.0
10440,5451,2024-01-01,2024-01-15,10.0
10441,5452,2024-01-01,2024-01-15,10.0
10442,5453,2024-01-01,2024-01-15,200.0
10443,5454,2024-01-01,2024-01-15,50.0
10444,5455,2024-01-01,2024-01-15,50.0
10445,5456,2024-01-01,2024-01-15,50.0
10446,5457,2024-01-01,2024-01-15,50.0
10447,5458,2024-01-01,2024-01-15,10.0
10448,5459,2024-01-01,2024-01-15,10.0
10449,5460,2024-01-01,2024-01-15,50.0
10450,5461,2024-01-01,2024-01-15,10.0
10451,5462,2024-01-01,2024-01-15,200.0
10452,5463,2024-01-01,2024-01-15,200.0
10453,5464,2024-01-01,2024-01-15,50.0
10454,5465,2024-01-01,2024-01-15,10.0
10455,5466,2024-01-01,2024-01-15,50.0
10456,5467,2024-01-01,2024-01-15,10.0
10457,5468,2024-01-01,2024-01-15,50.0
10458,5469,2024-01-01,2024-01-15,50.0
10459,5470,2024-01-01,2024-01-15,50.0
10460,5471,2024-01-01,2024-01-15,50.0
10461,5472,2024-01-01,2024-01-15,50.0
10462,5473,2024-01-01,2024-01-15,50.0
10463,5474,2024-01-01,2024-01-15,10.0
10464,5475,2024-01-01,2024-01-15,200.0
10465,5476,2024-01-01,2024-01-15,50.0
10466,5477,2024-01-01,2024-01-15,50.0
10467,5478,2024-01-01,2024-01-15,200.0
10468,5479,2024-01-01,2024-01-15,10.0
10469,5480,2024-01-01,2024-01-15,50.0
10470,5481,2024-01-01,2024-01-15,50.0
10471,5482,2024-01-01,2024-01-15,10.0
10472,5483,2024-01-01,2024-01-15,200.0
10473,5484,2024-01-01,2024-01-15,50.0
10474,5485,2024-01-01,2024-01-15,200.0
10475,5486,2024-01-01,2024-01-15,50.0
10476,5487,2024-01-01,2024-01-15,10.0
10477,5488,2024-01-01,2024-01-15,10.0
10478,5489,2024-01-01,2024-01-15,50.0
10479,5490,2024-01-01,2024-01-15,10.0
10480,5491,2024-01-01,2024-01-15,200.0
10481,5492,2024-01-01,2024-01-15,10.0
10482,5493,2024-01-01,2024-01-15,10.0
10483,5494,2024-01-01,2024-01-15,50.0
10484,5495,2024-01-01,2024-01-15,200.0
10485,5496,2024-01-01,2024-01-15,10.0
10486,5497,2024-01-01,2024-01-15,50.0
10487,5498,2024-01-01,2024-01-15,10.0
10488,5499,2024-01-01,2024-01-15,10.0
10489,5500,2024-01-01,2024-01-15,10.0
10490,5501,2024-01-01,2024-01-15,200.0
10491,5502,2024-01-01,2024-01-15,200.0
10492,5503,2024-01-01,2024-01-15,200.0
10493,5504,2024-01-01,2024-01-15,50.0
10494,5505,2024-01-01,2024-01-15,10.0
10495,5506,2024-01-01,2024-01-15,200.0
10496,5507,2024-01-01,2024-01-15,10.0
10497,5508,2024-01-01,2024-01-15,10.0
10498,5509,2024-01-01,2024-01-15,200.0
10499,5510,2024-01-01,2024-01-15,50.0
10500,5511,2024-01-01,2024-01-15,10.0
10501,5512,2024-01-01,2024-01-15,10.0
10502,5513,2024-01-01,2024-01-15,200.0
10503,5514,2024-01-01,2024-01-15,10.0
10504,5515,2024-01-01,2024-01-15,50.0
10505,5516,2024-01-01,2024-01-15,10.0
10506,5517,2024-01-01,2024-01-15,50.0
10507,5518,2024-01-01,2024-01-15,10.0
10508,5519,2024-01-01,2024-01-15,10.0
10509,5520,2024-01-01,2024-01-15,10.0
10510,5521,2024-01-01,2024-01-15,50.0
10511,5522,2024-01-01,2024-01-15,200.0
10512,5523,2024-01-01,2024-01-15,10.0
10513,5524,2024-01-01,2024-01-15,10.0
10514,5525,2024-01-01,2024-01-15,10.0
10515,5526,2024-01-01,2024-01-15,10.0
10516,5527,2024-01-01,2024-01-15,200.0
10517,5528,2024-01-01,2024-01-15,10.0
10518,5529,2024-01-01,2024-01-15,50.0
10519,5530,2024-01-01,2024-01-15,200.0
10520,5531,2024-01-01,2024-01-15,200.0
10521,5532,2024-01-01,2024-01-15,10.0
10522,5533,2024-01-01,2024-01-15,50.0
10523,5534,2024-01-01,2024-01-15,10.0
10524,5535,2024-01-01,2024-01-15,10.0
10525,5536,2024-01-01,2024-01-15,50.0
10526,5537,2024-01-01,2024-01-15,50.0
10527,5538,2024-01-01,2024-01-15,50.0
10528,5539,2024-01-01,2024-01-15,10.0
10529,5540,2024-01-01,2024-01-15,50.0
10530,5541,2024-01-01,2024-01-15,200.0
10531,5542,2024-01-01,2024-01-15,50.0
10532,5543,2024-01-01,2024-01-15,50.0
10533,5544,2024-01-01,2024-01-15,50.0
10534,5545,2024-01-01,2024-01-15,50.0
10535,5546,2024-01-01,2024-01-15,200.0
10536,5547,2024-01-01,2024-01-15,50.0
10537,5548,2024-01-01,2024-01-15,10.0
10538,5549,2024-01-01,2024-01-15,50.0
10539,5550,2024-01-01,2024-01-15,50.0
10540,5551,2024-01-01,2024-01-15,200.0
10541,5553,2024-01-01,2024-01-15,50.0
10542,5554,2024-01-01,2024-01-15,10.0
10543,5555,2024-01-01,2024-01-15,200.0
10544,5556,2024-01-01,2024-01-15,10.0
10545,5557,2024-01-01,2024-01-15,10.0
10546,5558,2024-01-01,2024-01-15,200.0
10547,5559,2024-01-01,2024-01-15,10.0
10548,5560,2024-01-01,2024-01-15,200.0
10549,5561,2024-01-01,2024-01-15,200.0
10550,5562,2024-01-01,2024-01-15,10.0
10551,5563,2024-01-01,2024-01-15,200.0
10552,5564,2024-01-01,2024-01-15,50.0
10553,5565,2024-01-01,2024-01-15,10.0
10554,5566,2024-01-01,2024-01-15,200.0
10555,5567,2024-01-01,2024-01-15,10.0
10556,5568,2024-01-01,2024-01-15,50.0
10557,5569,2024-01-01,2024-01-15,50.0
10558,5570,2024-01-01,2024-01-15,50.0
10559,5571,2024-01-01,2024-01-15,10.0
10560,5572,2024-01-01,2024-01-15,200.0
10561,5573,2024-01-01,2024-01-15,10.0
10562,5574,2024-01-01,2024-01-15,10.0
10563,5575,2024-01-01,2024-01-15,50.0
10564,5576,2024-01-01,2024-01-15,50.0
10565,5577,2024-01-01,2024-01-15,50.0
10566,5579,2024-01-01,2024-01-15,10.0
10567,5580,2024-01-01,2024-01-15,10.0
10568,5581,2024-01-01,2024-01-15,50.0
10569,5582,2024-01-01,2024-01-15,50.0
10570,5583,2024-01-01,2024-01-15,200.0
10571,5584,2024-01-01,2024-01-15,50.0
10572,5585,2024-01-01,2024-01-15,200.0
10573,5586,2024-01-01,2024-01-15,50.0
10574,5587,2024-01-01,2024-01-15,10.0
10575,5588,2024-01-01,2024-01-15,10.0
10576,5589,2024-01-01,2024-01-15,200.0
10577,5590,2024-01-01,2024-01-15,10.0
10578,5591,2024-01-01,2024-01-15,200.0
10579,5592,2024-01-01,2024-01-15,50.0
10580,5593,2024-01-01,2024-01-15,10.0
10581,5594,2024-01-01,2024-01-15,10.0
